Dividend Amount,Declared Date,Ex-Date,Dividend Type,Payable Date,Dividend Frequency,Record Date
0.25,2015-04-27,2015-05-05,Regular Cash,2015-05-26,Quarter,2015-05-07
0.25,2015-01-26,2015-02-03,Regular Cash,2015-03-02,Quarter,2015-02-05
0.25,2014-11-10,2014-11-19,Regular Cash,2014-12-01,Quarter,2014-11-21
0.25,2014-06-24,2014-07-30,Regular Cash,2014-09-02,Quarter,2014-08-01
0.25,2014-04-28,2014-05-06,Regular Cash,2014-06-02,Quarter,2014-05-08
1.0,2014-01-27,2014-02-04,Special Cash,2014-03-03,None,2014-02-06
0.25,2014-01-27,2014-02-04,Regular Cash,2014-03-03,Quarter,2014-02-06
0.25,2013-10-28,2013-11-20,Regular Cash,2013-12-02,Quarter,2013-11-22
0.25,2013-06-25,2013-07-30,Regular Cash,2013-09-03,Quarter,2013-08-01
0.25,2013-04-22,2013-04-30,Regular Cash,2013-06-03,Quarter,2013-05-02
0.25,2013-01-28,2013-02-05,Regular Cash,2013-03-01,Quarter,2013-02-07
0.25,2012-11-13,2012-11-20,Regular Cash,2012-12-03,Quarter,2012-11-23
0.25,2012-06-26,2012-07-30,Regular Cash,2012-09-03,Quarter,2012-08-01
0.25,2012-04-23,2012-05-07,Regular Cash,2012-06-01,Quarter,2012-05-09
0.329865,2011-11-17,2012-05-01,Spinoff,2012-04-30,None,2012-04-24
0.25,2012-01-23,2012-01-31,Regular Cash,2012-03-01,Quarter,2012-02-02
0.25,2011-11-15,2011-11-22,Regular Cash,2011-12-01,Quarter,2011-11-25
0.25,2011-06-28,2011-07-28,Regular Cash,2011-09-01,Quarter,2011-08-01
0.25,2011-04-18,2011-04-28,Regular Cash,2011-06-01,Quarter,2011-05-02
0.25,2011-01-24,2011-02-01,Regular Cash,2011-03-01,Quarter,2011-02-03
0.25,2010-11-17,2010-11-23,Regular Cash,2010-12-01,Quarter,2010-11-26
0.23,2010-06-29,2010-07-29,Regular Cash,2010-09-01,Quarter,2010-08-02
0.23,2010-04-26,2010-05-04,Regular Cash,2010-06-01,Quarter,2010-05-06
0.23,2010-01-25,2010-02-02,Regular Cash,2010-03-01,Quarter,2010-02-04
